Startup_ID,Domain,Startup_Stage,Industry_Funder_Type,Investment_Amount,Valuation,Number_of_Investors,Year_Founded,Growth_Rate_Cent
ST102697,Healthcare,Early Revenue,Corporate R&D,3478166732.7,15761662895.76209,27,2007,87.24
ST102698,Sustainability,Early Revenue,Government Grant,3758881579.62,15934219934.105034,1,2022,59.14
ST102699,AI,Prototype,Government Grant,3518828277.21,5647415017.958584,2,2000,120.67
ST102700,IoT,Early Revenue,Government Grant,23488030.68,95254761.07302973,42,2012,20.07
ST102701,IoT,Prototype,VC Firm,2401735473.04,11768068461.18437,15,2010,23.25
ST102702,Smart Cities,Early Revenue,VC Firm,643498455.3,1785493470.5706944,2,2007,198.72
ST102703,Sustainability,MVP,VC Firm,275914615.63,793359852.1686879,32,2009,176.07
ST102704,AI,Early Revenue,Angel Investor,654484916.49,1141797295.79254,7,2002,38.21
ST102705,Smart Cities,Early Revenue,VC Firm,2659775354.67,12546710318.428787,41,2002,28.12
ST102706,AgriTech,Early Revenue,Government Grant,2323009020.65,5348451776.100294,8,2013,91.45
ST102707,AgriTech,Prototype,Corporate R&D,626799810.21,2009169415.383499,30,2005,151.23
ST102708,Smart Cities,Early Revenue,Corporate R&D,3501521171.0,15529740024.968998,18,2006,91.51
ST102709,Smart Cities,Prototype,Angel Investor,478600358.68,2000084681.3154008,50,2002,22.91
ST102710,Blockchain,Early Revenue,Angel Investor,578715363.58,1001604050.4190092,22,2018,86.86
ST102711,Healthcare,MVP,Corporate R&D,2769059909.93,4297929245.481499,12,2006,62.58
ST102712,AgriTech,Idea,Angel Investor,1620999425.28,2827085665.258265,41,2013,82.76
ST102713,AgriTech,Prototype,VC Firm,319378955.71,1459884009.79777,40,2022,171.06
ST102714,Blockchain,MVP,Corporate R&D,1695729927.63,6910848650.9010935,14,2001,160.79
ST102715,Blockchain,Prototype,VC Firm,1311783717.7,6172028658.46198,41,2015,75.95
ST102716,Smart Cities,MVP,VC Firm,1481913435.15,6919388479.916658,4,2021,65.57
ST102717,Blockchain,Prototype,VC Firm,1275426281.2,3023151377.847096,18,2008,32.54
ST102718,Blockchain,Prototype,Government Grant,860615822.82,1941754889.178765,2,2003,163.97
ST102719,AI,Early Revenue,VC Firm,456106057.78,737107086.3911829,41,2007,49.26
ST102720,Smart Cities,MVP,Angel Investor,1532863104.44,2971811650.919037,12,2012,19.71
ST102721,Blockchain,Idea,Angel Investor,2801796473.25,13657715801.076904,13,2016,128.6
ST102722,IoT,MVP,Government Grant,3391170296.67,11168062892.139076,23,2017,173.68
ST102723,Healthcare,Early Revenue,Government Grant,3275439751.78,13748919233.651888,31,2008,120.61
ST102724,AI,Prototype,Angel Investor,2960041007.92,9312217306.13649,20,2003,196.65
ST102725,AgriTech,Prototype,Corporate R&D,4559096631.56,12877017057.92176,12,2016,135.84
ST102726,AI,Prototype,Angel Investor,4525290068.57,12809761715.875746,3,2021,17.63
ST102727,IoT,Early Revenue,Angel Investor,2583963142.98,6430207102.2498045,38,2003,111.38
ST102728,IoT,MVP,Government Grant,3959916709.78,11843278098.942623,15,2022,103.99
ST102729,Energy,Prototype,Corporate R&D,3086948031.11,6322887947.973665,11,2021,99.78
ST102730,Energy,Idea,VC Firm,3247853685.43,10708824152.268696,49,2022,116.06
ST102731,AI,Prototype,VC Firm,3020382508.4,14719531763.33374,11,2018,161.02
ST102732,AgriTech,Prototype,Angel Investor,1756047498.06,8099017432.628383,29,2007,21.75
ST102733,Smart Cities,MVP,Corporate R&D,3591630802.91,8823974654.92448,11,2007,25.11
ST102734,IoT,Prototype,VC Firm,3852081113.87,13304005612.803516,8,2003,133.6
ST102735,Healthcare,Early Revenue,Angel Investor,3574914491.14,14854242865.472967,15,2016,161.63
ST102736,Blockchain,Early Revenue,Government Grant,1616644549.92,7200546183.102871,30,2005,197.05
ST102737,Healthcare,MVP,Corporate R&D,216005596.03,681328378.3868569,33,2020,18.71
ST102738,Sustainability,Prototype,Corporate R&D,1319539107.18,4395300412.266863,22,2009,58.12
ST102739,AI,Idea,Government Grant,3650251683.89,9738036975.648125,25,2013,20.24
ST102740,Smart Cities,Idea,VC Firm,2496351244.72,10574816873.05017,32,2005,187.68
ST102741,IoT,MVP,VC Firm,2115102971.63,6155651110.470931,10,2013,9.5
ST102742,Energy,Prototype,Corporate R&D,3990323010.13,15716017825.815235,21,2005,50.26
ST102743,AgriTech,MVP,Corporate R&D,2457313691.22,11514497593.11713,37,2013,8.17
ST102744,Energy,Idea,Government Grant,889941011.58,4328766662.7558365,34,2002,127.96
ST102745,IoT,Early Revenue,Angel Investor,3675080754.52,14446372000.159946,7,2020,22.27
ST102746,Sustainability,Idea,Angel Investor,2057383108.75,4581112171.611407,16,2002,105.37
ST102747,AgriTech,Prototype,Corporate R&D,1141657438.17,4086067676.133308,5,2017,50.02
ST102748,AgriTech,Early Revenue,Government Grant,2948702670.77,5799476525.872462,42,2018,68.46
ST102749,Blockchain,Prototype,Corporate R&D,3677654686.86,17207131536.230602,9,2001,18.42
ST102750,Healthcare,Idea,Angel Investor,816803436.83,1790038905.57735,8,2002,69.86
ST102751,Healthcare,Prototype,Corporate R&D,4512516288.04,19946360962.854,34,2011,120.79
ST102752,Energy,MVP,Angel Investor,4700236511.33,7218720657.491623,2,2014,109.4
ST102753,AgriTech,Idea,Corporate R&D,4712137040.18,16011736789.262896,48,2009,161.93
ST102754,Smart Cities,Early Revenue,VC Firm,863844396.45,4251150519.839785,5,2021,152.83
ST102755,IoT,Idea,VC Firm,4638337076.87,17484757429.33695,25,2016,127.35
ST102756,AI,MVP,Corporate R&D,2055016910.05,6213537350.5864105,4,2018,160.34
ST102757,Blockchain,MVP,Government Grant,4421795321.93,15718256742.832968,17,2000,43.5
ST102758,IoT,Prototype,Angel Investor,829680275.16,3214768508.7995787,8,2008,54.99
ST102759,Energy,Early Revenue,Government Grant,2873078429.17,7475203370.803129,38,2015,40.71
ST102760,AgriTech,Prototype,Corporate R&D,361653907.2,1463800502.9242878,17,2010,122.76
ST102761,Sustainability,MVP,Corporate R&D,1778953067.32,2697370976.2157645,33,2021,112.86
ST102762,AI,Idea,Angel Investor,3115260485.3,8996033446.421421,18,2016,132.87
ST102763,Sustainability,Prototype,Corporate R&D,2468393435.42,6773136434.849522,19,2002,37.95
ST102764,Sustainability,MVP,Angel Investor,1182337322.83,5728707383.408408,34,2011,102.18
ST102765,Smart Cities,Early Revenue,Corporate R&D,2600460030.5,10170413973.91686,20,2009,173.25
ST102766,Smart Cities,Idea,Government Grant,3402575659.73,8638419345.517689,10,2020,191.52
ST102767,IoT,MVP,VC Firm,1580953552.29,7823209140.462358,23,2011,141.96
ST102768,Smart Cities,MVP,Angel Investor,1210802848.69,5403479314.140903,32,2016,64.92
ST102769,Sustainability,Early Revenue,Government Grant,2899534769.67,9721708045.607847,14,2016,25.6
ST102770,Sustainability,MVP,Corporate R&D,1346586206.38,5510928179.964432,41,2000,131.74
ST102771,Energy,Idea,VC Firm,3779691635.25,17201939831.96719,8,2010,152.86
ST102772,AI,Idea,Corporate R&D,796847851.55,1894601256.3841336,33,2002,5.75
ST102773,AgriTech,Prototype,VC Firm,1480831686.78,6831441630.192853,12,2001,19.38
ST102774,Smart Cities,MVP,Corporate R&D,4937584407.09,21001693611.335484,34,2001,16.34
ST102775,Sustainability,Prototype,Angel Investor,902136800.96,1850529333.9942825,24,2012,88.88
ST102776,AI,Idea,Angel Investor,1124108672.18,2160397152.349914,14,2022,25.94
ST102777,Smart Cities,Prototype,Government Grant,3423744144.86,15880568433.873468,46,2020,169.24
ST102778,AgriTech,MVP,Government Grant,4966477732.87,12594082857.425783,16,2000,80.07
ST102779,Sustainability,MVP,Government Grant,3301701396.32,15165291260.129002,16,2010,18.63
ST102780,Blockchain,Idea,Government Grant,3033693153.23,10721986004.9518,50,2008,147.0
ST102781,AgriTech,Prototype,VC Firm,4776655233.53,22067882575.009712,12,2021,14.49
ST102782,AI,MVP,VC Firm,168349947.11,689118313.5892122,50,2007,142.44
ST102783,IoT,MVP,Corporate R&D,2266990051.43,9585378297.045189,3,2015,81.1
ST102784,Sustainability,Prototype,VC Firm,950406374.68,1543415134.9356802,42,2010,13.81
ST102785,Smart Cities,Early Revenue,Corporate R&D,4989350083.45,19759997234.447426,15,2000,167.46
ST102786,Smart Cities,Idea,Angel Investor,3085542751.91,12800876577.2541,42,2002,121.7
ST102787,AgriTech,Idea,Government Grant,311134583.01,551217260.1486777,42,2007,149.68
ST102788,Energy,Idea,Corporate R&D,3163291031.8,6032242938.600944,19,2013,188.32
ST102789,AgriTech,MVP,Angel Investor,1712740280.61,8184844783.883438,18,2014,194.69
ST102790,Energy,Idea,VC Firm,4508405610.85,11392508567.38607,13,2016,44.33
ST102791,Sustainability,Idea,Angel Investor,402285490.39,825514605.6326452,5,2016,162.35
ST102792,IoT,MVP,Corporate R&D,3232653859.07,16160605545.72524,6,2005,187.37
ST102793,Energy,Early Revenue,VC Firm,720206399.67,3291998631.2226787,48,2020,32.57
ST102794,Smart Cities,Prototype,Government Grant,3110220209.12,8138877150.409367,28,2003,173.25
ST102795,Energy,MVP,Corporate R&D,3045765227.41,14887342555.21139,2,2007,37.02
ST102796,Blockchain,Early Revenue,VC Firm,1008398847.43,3914420633.845546,6,2005,62.99
ST102797,Smart Cities,Idea,Angel Investor,4430731876.67,8405915510.318896,22,2021,104.08
ST102798,AgriTech,MVP,Government Grant,4192197812.75,13997717968.50403,50,2004,179.89
ST102799,Smart Cities,Idea,Angel Investor,1971058137.88,3909051308.009286,11,2015,46.97
ST102800,Smart Cities,MVP,Government Grant,2195726959.84,8768307485.69128,14,2012,73.31
ST102801,Sustainability,Idea,Government Grant,390769014.52,666478930.4484371,26,2013,90.79
ST102802,Blockchain,Early Revenue,Government Grant,2695070596.39,10719632305.899551,49,2018,105.39
ST102803,Blockchain,Prototype,VC Firm,2911943145.11,6945017370.966107,34,2010,125.57
ST102804,IoT,Early Revenue,Corporate R&D,2305985065.26,8584224086.506359,41,2003,192.45
ST102805,Healthcare,MVP,Government Grant,2636378256.18,8786211590.874382,3,2012,101.58
ST102806,Blockchain,Early Revenue,Corporate R&D,1963108303.26,9560778244.98298,20,2012,154.41
ST102807,Sustainability,MVP,VC Firm,1848731926.09,6450724996.164333,41,2002,172.1
ST102808,AgriTech,Early Revenue,VC Firm,734203773.6,1617064460.2368455,20,2021,35.12
ST102809,Smart Cities,Prototype,Corporate R&D,1244305340.01,5382462197.352734,21,2007,133.1
ST102810,AgriTech,MVP,Government Grant,546725134.24,2592334339.7546377,1,2021,182.96
ST102811,Sustainability,Early Revenue,VC Firm,2450145559.77,10830344163.92522,24,2013,130.09
ST102812,IoT,Idea,Corporate R&D,2030384068.15,5308223917.640754,16,2007,6.16
ST102813,AgriTech,Early Revenue,Government Grant,74334021.53,270193029.7075224,37,2018,35.41
ST102814,IoT,Early Revenue,VC Firm,1110099132.33,3131135171.561476,44,2021,143.98
ST102815,AgriTech,Idea,Corporate R&D,1145548544.59,3479847120.646401,27,2005,28.78
ST102816,Sustainability,Prototype,Angel Investor,1148128621.06,3247193751.08078,12,2006,182.09
ST102817,AI,Early Revenue,Government Grant,1460685602.51,7074711634.365199,19,2004,167.12
ST102818,Healthcare,Prototype,Angel Investor,488308381.99,1335250403.1807008,49,2022,168.2
ST102819,AI,Early Revenue,Government Grant,3346349335.06,14194718219.996971,42,2021,44.52
ST102820,Sustainability,Early Revenue,VC Firm,95220819.65,322999709.0676268,49,2009,80.58
ST102821,Healthcare,MVP,Corporate R&D,1138983795.33,1825477251.0060413,21,2004,132.67
ST102822,Energy,MVP,Angel Investor,2945271188.44,12670799036.225922,2,2009,16.73
ST102823,Smart Cities,MVP,Angel Investor,1259732036.54,3353054494.217002,43,2015,166.33
ST102824,AI,Early Revenue,Government Grant,1222141461.87,5582923121.250341,6,2023,125.1
ST102825,IoT,Idea,VC Firm,3229497913.48,10766814230.92475,5,2014,182.57
ST102826,Healthcare,MVP,VC Firm,4233621899.6,10116233755.944683,19,2010,88.09
ST102827,Sustainability,Idea,VC Firm,2461134610.69,8407626537.423598,2,2002,141.93
ST102828,Blockchain,MVP,Government Grant,2699067021.73,8511086356.257279,18,2017,179.06
ST102829,Blockchain,Early Revenue,VC Firm,331601860.09,1041711707.6746275,1,2008,5.56
ST102830,AI,Early Revenue,VC Firm,205752180.79,1012341039.4162362,16,2012,147.81
ST102831,Sustainability,MVP,Corporate R&D,1784361813.79,4317806180.856209,38,2020,51.79
ST102832,IoT,MVP,Angel Investor,3098047176.25,10400890481.704489,36,2017,108.11
ST102833,Blockchain,Early Revenue,VC Firm,999672720.27,2410365794.006753,34,2001,78.93
ST102834,AI,Idea,Angel Investor,1775847653.61,6850854315.236502,2,2022,68.63
ST102835,Healthcare,MVP,VC Firm,4078051925.98,10548477676.943428,14,2019,99.28
ST102836,Sustainability,MVP,Corporate R&D,184682387.71,434522146.57020575,9,2011,108.97
ST102837,IoT,MVP,VC Firm,4574282538.79,21657988512.883797,25,2008,23.27
ST102838,AI,Prototype,VC Firm,451149570.7,2076273522.685172,43,2008,117.72
ST102839,AgriTech,Idea,Corporate R&D,3572318492.47,13341828555.171688,3,2023,189.23
ST102840,Blockchain,Prototype,Angel Investor,2323143931.91,3645166017.1857886,23,2022,130.72
ST102841,Sustainability,Early Revenue,VC Firm,2610997363.12,11124742705.635326,14,2008,51.6
ST102842,Blockchain,Idea,Angel Investor,2940189065.73,5135454604.015567,33,2014,82.79
ST102843,AI,Prototype,Government Grant,1687018732.88,4830495343.157094,5,2020,142.61
ST102844,IoT,Prototype,VC Firm,4547527748.82,19961415324.521965,44,2003,45.08
ST102845,IoT,Idea,Angel Investor,2388273029.88,10824456134.045113,43,2008,23.2
ST102846,Sustainability,MVP,Government Grant,751128891.62,3504623826.075169,48,2021,61.89
ST102847,IoT,MVP,Corporate R&D,2287008040.36,9340013171.058475,40,2019,172.86
ST102848,Healthcare,Prototype,Corporate R&D,2733314128.18,12591252046.488562,4,2000,40.21
ST102849,IoT,Idea,Corporate R&D,359088427.76,1605261109.2651525,23,2007,89.32
ST102850,Smart Cities,Early Revenue,VC Firm,2007446327.09,8893249078.37327,25,2000,79.78
ST102851,AgriTech,Early Revenue,Government Grant,4209352096.04,20063518841.890667,5,2023,153.06
ST102852,Blockchain,Prototype,Corporate R&D,3433329273.8,11107161073.877531,7,2002,118.48
ST102853,Energy,Early Revenue,Government Grant,814449159.42,3557215280.445349,13,2011,147.39
ST102854,AgriTech,Idea,VC Firm,1551866458.68,7475836447.804465,8,2011,60.8
ST102855,Healthcare,MVP,Corporate R&D,1183225972.6,4136015633.533341,41,2014,193.87
ST102856,AI,Early Revenue,Corporate R&D,706945127.13,3524930257.769284,24,2017,71.69
ST102857,Sustainability,Early Revenue,Corporate R&D,2323016361.76,5049315898.707881,37,2012,177.55
ST102858,Healthcare,Early Revenue,Angel Investor,1348437531.9,2536705510.4378195,34,2021,38.73
ST102859,AI,Prototype,Corporate R&D,1958500617.78,5377396118.50601,27,2019,187.5
ST102860,Smart Cities,Idea,Government Grant,4125029642.95,18113767783.41013,13,2007,90.79
ST102861,Healthcare,Idea,Government Grant,2276099127.42,6765463742.888686,30,2016,170.26
ST102862,Smart Cities,MVP,Angel Investor,1520383082.85,4623675285.851966,38,2008,36.78
ST102863,Smart Cities,Early Revenue,Angel Investor,1721108156.27,6881220846.83054,32,2006,144.13
ST102864,IoT,Prototype,Angel Investor,530836676.0,2436320493.2433367,30,2002,120.97
ST102865,Healthcare,Early Revenue,Corporate R&D,4743242382.6,20532197887.86971,12,2008,46.67
ST102866,Energy,MVP,VC Firm,3267648695.68,14753335838.956787,27,2018,101.47
ST102867,IoT,Early Revenue,Angel Investor,2503311245.28,9999469627.965187,38,2013,185.49
ST102868,AI,Idea,VC Firm,3840018233.81,6575568463.921601,31,2019,32.87
ST102869,Smart Cities,Idea,VC Firm,2377086411.86,10329299742.17711,14,2007,115.96
ST102870,AI,Prototype,Angel Investor,95935269.79,180162215.75071675,19,2017,89.95
ST102871,IoT,Prototype,Angel Investor,4344554820.87,14142521160.45289,2,2014,129.56
ST102872,AI,MVP,Corporate R&D,1585017293.54,3935526401.405245,47,2020,140.17
ST102873,Sustainability,Prototype,VC Firm,1158144437.0,3421823174.7662234,24,2015,146.29
ST102874,Smart Cities,MVP,Government Grant,1606669627.86,3815882939.902344,45,2011,118.24
ST102875,IoT,Prototype,VC Firm,2433022126.66,3662583475.893417,11,2020,107.7
ST102876,Energy,MVP,Corporate R&D,4222840044.83,20344741750.88602,9,2015,99.7
ST102877,Smart Cities,Early Revenue,Angel Investor,682528347.99,2259683524.791217,42,2006,15.96
ST102878,Healthcare,MVP,Angel Investor,1525125557.61,3307145641.9599752,46,2007,154.45
ST102879,Sustainability,MVP,VC Firm,4837692285.84,7531405570.015508,22,2009,86.42
ST102880,IoT,Idea,Government Grant,3230090147.93,12241449463.977734,3,2017,48.07
ST102881,AgriTech,Prototype,Corporate R&D,3163674602.45,7772531981.559908,2,2013,127.82
ST102882,Sustainability,Early Revenue,Government Grant,2745364809.41,9735249209.43085,45,2015,130.09
ST102883,AgriTech,Prototype,Angel Investor,2425084901.35,11894899571.627129,22,2003,40.37
ST102884,Blockchain,Early Revenue,VC Firm,2138634255.04,8458817563.695061,16,2013,182.76
ST102885,Sustainability,Early Revenue,VC Firm,4616380557.16,19410880127.150517,9,2012,151.41
ST102886,Smart Cities,Early Revenue,Government Grant,1410892945.72,6568518761.695634,9,2016,193.09
ST102887,Smart Cities,Early Revenue,Corporate R&D,2299504378.1,6759922973.858677,49,2019,87.84
ST102888,Sustainability,Early Revenue,VC Firm,4136971360.39,11913728166.27562,48,2004,124.65
ST102889,Healthcare,MVP,Angel Investor,599085858.15,1523461371.161553,17,2007,152.32
ST102890,AgriTech,MVP,VC Firm,3180991452.37,11843905927.293,47,2012,182.55
ST102891,AI,Early Revenue,VC Firm,515111457.79,2102110613.3834207,43,2020,30.68
ST102892,AI,Early Revenue,Angel Investor,305950632.78,618263489.2812124,37,2018,158.46
ST102893,Blockchain,Idea,Government Grant,2337561992.64,4872064689.9624,4,2005,150.67
ST102894,IoT,Idea,Government Grant,2913037157.0,7083760249.82577,1,2004,147.01
ST102895,IoT,Idea,Angel Investor,2568633078.87,9929054032.953611,10,2011,53.33
ST102896,AgriTech,MVP,VC Firm,3951179985.94,16472746678.39247,40,2012,167.75
ST102897,Blockchain,Idea,Angel Investor,661863916.45,1833182418.5435092,21,2008,147.92
ST102898,AI,Idea,Angel Investor,1375009858.13,2777704470.694103,13,2015,171.45
ST102899,IoT,MVP,VC Firm,1270421016.47,4427391036.70927,47,2012,61.94
ST102900,Sustainability,Prototype,Government Grant,4067714956.59,10721824792.797203,32,2015,30.12
ST102901,IoT,Idea,Government Grant,1636188062.78,5017488513.212601,4,2014,152.65
ST102902,Sustainability,Idea,Corporate R&D,2482969849.2,5326700599.526343,49,2003,130.42
ST102903,AgriTech,Idea,VC Firm,332919741.34,1586545292.2229507,23,2007,197.43
ST102904,Energy,Idea,VC Firm,4662230867.51,8678370111.942827,21,2015,73.36
ST102905,IoT,Prototype,Corporate R&D,3599455423.24,10428116765.825768,17,2006,6.14
ST102906,Energy,Early Revenue,VC Firm,1381951118.79,3183801257.4230824,28,2001,26.52
ST102907,Energy,Early Revenue,Corporate R&D,4012835988.16,17577837792.275524,43,2017,46.7
ST102908,Blockchain,Idea,Corporate R&D,4470189971.44,16720661878.934011,45,2003,168.07
ST102909,Sustainability,MVP,Corporate R&D,129719486.64,294121687.0338626,5,2021,65.56
ST102910,Blockchain,Idea,VC Firm,2866667083.75,6025532454.835354,6,2020,109.42
ST102911,AgriTech,Early Revenue,VC Firm,457524384.53,1912736662.7223864,8,2019,37.75
ST102912,Smart Cities,Early Revenue,Government Grant,2243670144.45,7807005363.250575,32,2021,65.7
ST102913,AI,Early Revenue,Government Grant,2097377060.61,5900961910.554395,31,2011,83.75
ST102914,IoT,Early Revenue,VC Firm,1511960965.46,4312103777.395935,40,2001,53.95
ST102915,AgriTech,Idea,Angel Investor,1009193553.66,2229651882.2558203,48,2010,68.24
ST102916,Energy,Early Revenue,Government Grant,4563292071.3,9704907308.622578,29,2003,149.41
ST102917,Energy,Idea,VC Firm,4789584510.77,16523205766.627138,50,2007,136.18
ST102918,Sustainability,MVP,VC Firm,2623575165.72,9067181139.105207,13,2005,67.35
ST102919,Sustainability,Idea,VC Firm,1981670981.27,2983735081.264847,3,2009,42.67
ST102920,Healthcare,MVP,Government Grant,2239193246.96,7526078722.010015,19,2023,145.97
ST102921,Blockchain,Prototype,Corporate R&D,301583712.87,1504147259.3387096,13,2016,50.58
ST102922,IoT,Prototype,Government Grant,4510790168.23,19319926029.32725,28,2021,67.43
ST102923,AgriTech,Prototype,VC Firm,1420339822.17,6725626160.683529,30,2023,136.49
ST102924,Smart Cities,Early Revenue,Government Grant,1184482036.52,5580826787.615647,10,2001,58.11
ST102925,Blockchain,MVP,VC Firm,1428798856.07,3098037609.202983,35,2006,49.54
ST102926,Healthcare,MVP,Government Grant,3347035356.21,5728168501.015726,22,2022,27.66
ST102927,Smart Cities,Early Revenue,Government Grant,1369985795.12,5642012816.26312,41,2011,47.5
ST102928,Blockchain,Early Revenue,Corporate R&D,1484056000.32,6006684963.023708,18,2023,127.32
ST102929,Sustainability,Prototype,Government Grant,924909995.8,2307836652.781076,3,2002,127.9
ST102930,Smart Cities,Idea,Angel Investor,3020347610.35,8762331154.328098,41,2017,187.36
ST102931,Blockchain,MVP,Corporate R&D,4724329293.74,11085085973.604748,36,2018,186.54
ST102932,AgriTech,MVP,Corporate R&D,4839571037.3,23196242316.548428,38,2021,19.83
ST102933,Smart Cities,Prototype,Government Grant,4964990901.02,14529639667.632755,50,2002,114.41
ST102934,AI,MVP,Corporate R&D,825576652.59,2189926736.039949,5,2011,48.06
ST102935,AgriTech,Idea,VC Firm,2403355773.23,10674097611.24913,22,2007,113.43
ST102936,Energy,Idea,VC Firm,454077917.38,901888618.7032568,15,2000,165.96
ST102937,AI,Idea,Government Grant,4027501473.22,15463110659.81904,17,2006,183.28
ST102938,Sustainability,Idea,VC Firm,3553022567.85,6846089905.207037,1,2002,86.58
ST102939,Smart Cities,Early Revenue,Corporate R&D,3612651812.43,9651504691.942743,16,2002,63.77
ST102940,AI,Early Revenue,Government Grant,2205136183.0,5847410242.797536,39,2010,134.9
ST102941,Sustainability,MVP,Angel Investor,3895188287.31,6603161953.99517,48,2019,70.9
ST102942,Blockchain,MVP,VC Firm,3283790323.95,9012165517.52172,39,2015,123.67
ST102943,Smart Cities,MVP,Government Grant,4685597519.83,9607091788.863804,4,2008,12.25
ST102944,Smart Cities,Idea,Government Grant,3381184694.72,12439708048.77463,46,2013,129.08
ST102945,IoT,Prototype,VC Firm,468319781.8,792894099.6367928,45,2003,108.9
ST102946,AgriTech,Early Revenue,Government Grant,3467352423.72,12375030474.42838,1,2018,162.17
ST102947,IoT,Idea,Angel Investor,536191983.83,1719133249.7138052,30,2007,105.76
ST102948,Blockchain,Early Revenue,Angel Investor,2544760432.83,9441936108.37548,30,2008,124.82
ST102949,IoT,Prototype,Angel Investor,3415491035.04,15799538816.62655,4,2005,131.69
ST102950,Sustainability,MVP,Corporate R&D,1014906178.29,4554213319.761638,6,2013,42.71
ST102951,Blockchain,Prototype,Corporate R&D,2804246513.53,13089191209.195335,13,2009,102.75
ST102952,Sustainability,Idea,Corporate R&D,100374390.2,283660239.1972376,37,2015,77.16
ST102953,Smart Cities,Early Revenue,Angel Investor,1877607080.34,3066081306.169204,48,2001,197.72
ST102954,Smart Cities,Early Revenue,Angel Investor,2681327525.26,5715066853.998257,27,2020,164.78
ST102955,AgriTech,Prototype,VC Firm,2386205991.36,3851876088.904839,39,2017,84.86
ST102956,AI,Idea,Corporate R&D,770062122.51,3359068238.8937054,18,2001,138.03
ST102957,Sustainability,MVP,Angel Investor,4777017987.62,9930957872.820436,35,2013,153.47
ST102958,Energy,MVP,VC Firm,494045606.29,1704056192.7872002,47,2007,88.96
ST102959,IoT,Idea,Government Grant,364894361.52,687351058.8275455,14,2009,133.7
ST102960,Blockchain,Prototype,VC Firm,1737794785.45,6985718491.585513,36,2004,32.75
ST102961,Healthcare,Early Revenue,Angel Investor,2713265328.46,8857961289.593502,22,2003,174.44
ST102962,AI,Prototype,Angel Investor,2997635065.83,11782704174.571022,36,2020,151.03
ST102963,Energy,Prototype,VC Firm,84415901.97,265782972.52859816,2,2009,103.32
ST102964,AgriTech,Idea,Angel Investor,1218553923.47,1930223255.0036647,12,2000,192.32
ST102965,Energy,Early Revenue,Angel Investor,1638104362.27,8115131811.928641,44,2000,78.81
ST102966,IoT,Idea,VC Firm,1899835374.62,8436860051.0403185,7,2005,82.6
ST102967,Healthcare,Prototype,Corporate R&D,65390932.81,266900341.69442523,22,2006,36.28
ST102968,IoT,Early Revenue,Angel Investor,1950897784.51,3451459385.5861344,37,2008,46.73
ST102969,Blockchain,Idea,Angel Investor,3782111901.91,13722955975.13977,35,2000,49.17
ST102970,Sustainability,MVP,VC Firm,1366697841.3,3072105444.542368,15,2014,20.67
ST102971,Blockchain,Prototype,Corporate R&D,923788189.36,3870103476.0381727,17,2008,173.7
ST102972,Healthcare,Early Revenue,Government Grant,2853398449.95,6476989500.167439,38,2008,163.0
ST102973,Blockchain,MVP,Government Grant,248505288.18,1017778488.8840908,20,2013,96.43
ST102974,IoT,Idea,VC Firm,4630714581.32,13086843233.519144,17,2014,114.69
ST102975,AI,Idea,Corporate R&D,3126226790.7,15399524650.050703,16,2006,79.14
ST102976,IoT,Idea,Corporate R&D,2952433066.9,12364729803.225117,1,2010,96.39
ST102977,Blockchain,Early Revenue,VC Firm,2557154616.68,9743392048.316193,15,2011,50.04
ST102978,Energy,MVP,Corporate R&D,4885013208.11,7385050086.819866,43,2018,110.03
ST102979,Blockchain,Prototype,Angel Investor,2831845562.9,11430854174.994017,35,2000,66.6
ST102980,Smart Cities,Early Revenue,Government Grant,2831723787.8,9926771483.42048,14,2005,87.3
ST102981,Healthcare,Idea,Corporate R&D,706301972.55,3246344497.7687035,11,2010,21.7
ST102982,Energy,Early Revenue,Government Grant,1493215714.02,3915217623.829453,44,2015,22.49
ST102983,Sustainability,Prototype,VC Firm,1330151467.97,3814417988.538168,16,2011,151.95
ST102984,Smart Cities,Idea,VC Firm,1097709288.96,3445903098.5557046,5,2009,109.57
ST102985,Sustainability,MVP,Corporate R&D,2647307885.42,10346130908.745165,25,2016,60.13
ST102986,AI,Idea,Corporate R&D,690393053.67,3425041503.831692,27,2007,171.21
ST102987,Healthcare,MVP,Corporate R&D,1800474929.14,7042479453.704559,22,2001,183.26
ST102988,AgriTech,Prototype,Angel Investor,2664144948.41,10295681653.589607,8,2006,45.42
ST102989,Healthcare,MVP,Corporate R&D,4770478026.18,10838740733.190817,12,2014,183.81
ST102990,Healthcare,Prototype,Angel Investor,3608694170.77,7566909827.480309,18,2018,107.31
ST102991,AI,Prototype,Corporate R&D,2363219494.89,11741789551.008474,6,2004,25.33
ST102992,Healthcare,MVP,Government Grant,3379644686.19,5535139873.538472,2,2009,175.31
ST102993,AI,Idea,VC Firm,1142959747.65,5054822075.100532,13,2023,189.99
ST102994,Energy,Idea,Corporate R&D,565634618.65,1581445623.2832456,48,2019,148.34
ST102995,Blockchain,MVP,Angel Investor,3487067224.27,16437758652.372356,5,2017,33.19
ST102996,Smart Cities,Early Revenue,Angel Investor,2748379366.56,9173912966.75731,34,2015,107.42
ST102997,Blockchain,Early Revenue,Angel Investor,3862147012.26,17537850904.60327,13,2020,57.88
ST102998,Sustainability,Idea,Government Grant,4133052563.84,12412315208.300129,2,2005,198.88
